6814,2008-02-02 13:31:11,116.3879,39.9813
6814,2008-02-02 13:32:36,116.38245,39.98113
6814,2008-02-02 13:32:42,116.38237,39.98113
6814,2008-02-02 13:33:26,116.37842,39.98107
6814,2008-02-02 13:33:55,116.37842,39.98107
6814,2008-02-02 13:34:48,116.3785,39.98048
6814,2008-02-02 13:34:51,116.37838,39.98043
6814,2008-02-02 13:35:04,116.37738,39.98085
6814,2008-02-02 13:35:09,116.37723,39.98093
6814,2008-02-02 13:43:44,116.37737,39.98092
6814,2008-02-02 13:43:47,116.37753,39.98087
6814,2008-02-02 13:43:58,116.37823,39.98092
6814,2008-02-02 13:44:27,116.38133,39.981
6814,2008-02-02 13:44:33,116.38148,39.98082
6814,2008-02-02 13:44:54,116.38153,39.9794
6814,2008-02-02 13:45:08,116.3816,39.97863
6814,2008-02-02 13:45:13,116.38147,39.97843
6814,2008-02-02 13:45:13,116.38147,39.97843
6814,2008-02-02 13:45:53,116.38172,39.97553
6814,2008-02-02 13:45:58,116.38167,39.97547
6814,2008-02-02 13:46:01,116.38157,39.97542
6814,2008-02-02 13:47:15,116.3767,39.9755
6814,2008-02-02 13:49:22,116.36952,39.97542
6814,2008-02-02 13:50:31,116.36865,39.97542
6814,2008-02-02 13:51:54,116.36798,39.97545
6814,2008-02-02 13:53:02,116.36773,39.97542
6814,2008-02-02 13:53:29,116.36737,39.97542
6814,2008-02-02 13:54:59,116.36635,39.97537
6814,2008-02-02 13:54:59,116.36635,39.97537
6814,2008-02-02 13:56:05,116.36588,39.97537
6814,2008-02-02 13:56:11,116.36575,39.97537
6814,2008-02-02 13:57:31,116.36542,39.97535
6814,2008-02-02 13:57:39,116.3652,39.97535
6814,2008-02-02 13:58:47,116.36508,39.97535
6814,2008-02-02 13:58:53,116.3647,39.97538
6814,2008-02-02 13:58:56,116.36457,39.9754
6814,2008-02-02 14:01:05,116.36025,39.97537
6814,2008-02-02 14:04:08,116.35798,39.97538
6814,2008-02-02 14:04:32,116.35535,39.97525
6814,2008-02-02 14:04:47,116.35533,39.97525
6814,2008-02-02 14:04:50,116.35518,39.97527
6814,2008-02-02 14:04:54,116.35497,39.97527
6814,2008-02-02 14:05:01,116.35452,39.97525
6814,2008-02-02 14:05:11,116.35387,39.97523
6814,2008-02-02 14:05:14,116.3537,39.97523
6814,2008-02-02 14:06:22,116.34943,39.97518
